UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
4405903,Site B,"859 Broadway, Stockport",358239.1992,351987.2061,Ward 3,Freehold,Long-term,Operational,95.73400556,Lease 1,Residential,Function 2,Detail 3,1,142.0997256,1986,320574.6034
1428842,Site C,"103 Broadway, Manchester",385780.0888,320631.3203,Ward 3,Freehold,Long-term,Non-Operational,104.2135665,Lease 2,Commercial,Function 2,Detail 2,1,116.1339383,1998,325884.2791
4842331,Site D,"495 Church St, Manchester",397745.9742,384476.2128,Ward 2,Leasehold,Long-term,Operational,419.9602435,Lease 3,Industrial,Function 2,Detail 3,1,91.71822074,1926,335571.0482
9651478,Site B,"783 Broadway, Bolton",368849.0362,342037.4052,Ward 1,Leasehold,Long-term,Operational,384.0736667,Lease 3,Residential,Function 2,Detail 3,1,101.9700645,1972,396724.1224
9636149,Site B,"92 Broadway, Stockport",395016.4095,363613.6935,Ward 1,Leasehold,Long-term,Operational,108.9941902,Lease 1,Residential,Function 2,Detail 1,0,92.81613965,1965,266329.1725
8396589,Site B,"530 Mill Rd, Manchester",342352.1729,384356.703,Ward 4,Freehold,Long-term,Operational,383.0887046,Lease 3,Industrial,Function 2,Detail 2,0,77.14615355,1912,425766.5942
6390672,Site B,"639 Mill Rd, Stockport",378954.4212,330920.3011,Ward 4,Freehold,Short-term,Non-Operational,254.5330429,Lease 3,Commercial,Function 3,Detail 3,1,103.2894047,1919,238889.9908
9867346,Site D,"999 Broadway, Salford",393760.2739,357790.5008,Ward 3,Freehold,Long-term,Operational,196.7201817,Lease 2,Industrial,Function 2,Detail 3,0,92.71999719,1900,242175.3199
7846410,Site C,"620 Mill Rd, Bolton",305315.9386,305612.035,Ward 1,Freehold,Short-term,Non-Operational,268.9257207,Lease 2,Industrial,Function 3,Detail 2,0,105.0664783,1970,353446.67
2466953,Site A,"261 High St, Bury",331744.8531,323454.3345,Ward 4,Leasehold,Short-term,Operational,136.727261,Lease 2,Residential,Function 3,Detail 2,0,118.0610159,2020,323303.1984
1608122,Site E,"931 Mill Rd, Salford",374025.3468,313875.5987,Ward 2,Leasehold,Short-term,Operational,145.1225704,Lease 1,Industrial,Function 3,Detail 3,1,112.8990644,1909,306503.6797
4121718,Site E,"385 Main St, Salford",331526.9905,364419.0707,Ward 1,Leasehold,Short-term,Operational,285.7307306,Lease 3,Commercial,Function 3,Detail 1,1,74.98626842,1971,276940.0659
7101670,Site B,"255 Church St, Stockport",301703.2372,325465.4314,Ward 5,Leasehold,Long-term,Non-Operational,376.2578646,Lease 3,Commercial,Function 2,Detail 3,1,97.44812877,1999,178424.3308
6555827,Site B,"47 Mill Rd, Salford",380702.524,375998.593,Ward 4,Freehold,Short-term,Operational,405.3159904,Lease 3,Residential,Function 3,Detail 2,0,76.3950739,1932,301194.0629
1689918,Site A,"373 Church St, Salford",316472.2876,376113.6607,Ward 2,Leasehold,Long-term,Operational,478.4916163,Lease 2,Commercial,Function 2,Detail 3,1,78.47325513,1962,264966.4872
8722325,Site E,"158 Main St, Manchester",332086.8735,378424.3771,Ward 2,Leasehold,Short-term,Non-Operational,191.8866987,Lease 3,Commercial,Function 1,Detail 2,0,75.68909096,1977,437668.9349
6704513,Site B,"595 Main St, Stockport",391057.5581,313262.7571,Ward 5,Leasehold,Short-term,Operational,230.9440424,Lease 2,Residential,Function 2,Detail 2,1,79.81306581,1979,336752.3943
8914426,Site D,"476 Church St, Bolton",320886.0084,352604.8256,Ward 4,Leasehold,Long-term,Operational,414.8623356,Lease 1,Industrial,Function 2,Detail 3,1,80.90598564,1947,305098.1957
5986279,Site E,"624 Mill Rd, Salford",389475.9758,367910.0866,Ward 3,Leasehold,Long-term,Operational,247.8243983,Lease 1,Residential,Function 3,Detail 2,1,56.16847262,2008,209693.7848
1575506,Site D,"987 Mill Rd, Salford",342254.6853,332277.4408,Ward 2,Leasehold,Long-term,Non-Operational,441.2142483,Lease 3,Residential,Function 3,Detail 1,0,98.27733146,1923,269632.1098
1642927,Site A,"65 Main St, Salford",391813.1897,326006.383,Ward 1,Freehold,Short-term,Non-Operational,243.6291181,Lease 1,Industrial,Function 2,Detail 2,1,83.85016364,1930,247826.2575
2783811,Site A,"199 Broadway, Salford",387685.203,371795.6655,Ward 3,Freehold,Long-term,Operational,132.7902245,Lease 3,Industrial,Function 3,Detail 3,1,85.35032742,1906,267877.4643
1162258,Site E,"374 Mill Rd, Salford",341524.392,335129.7379,Ward 2,Leasehold,Short-term,Operational,121.093178,Lease 2,Industrial,Function 2,Detail 2,0,94.03007436,1914,256386.9245
9734476,Site C,"37 Mill Rd, Manchester",392187.2395,324887.9468,Ward 2,Freehold,Long-term,Non-Operational,404.7537755,Lease 2,Industrial,Function 3,Detail 3,1,104.3306138,1942,307790.6514
9981757,Site E,"173 Church St, Manchester",363272.0836,356290.8468,Ward 5,Freehold,Long-term,Operational,293.323629,Lease 1,Residential,Function 3,Detail 3,0,126.9787609,1900,293835.0467
9525653,Site D,"254 Main St, Salford",347561.5139,362038.5949,Ward 4,Freehold,Short-term,Operational,317.4731307,Lease 3,Residential,Function 3,Detail 2,1,87.41638087,1948,352253.5913
8132931,Site C,"479 Mill Rd, Salford",353069.0753,377680.2518,Ward 4,Leasehold,Long-term,Operational,314.4213018,Lease 3,Residential,Function 2,Detail 2,1,89.39361506,1967,340427.6795
3614273,Site D,"285 Main St, Bury",306330.0532,304092.9854,Ward 5,Freehold,Short-term,Non-Operational,292.5935647,Lease 1,Industrial,Function 3,Detail 1,1,78.81440372,1908,229203.0579
7232130,Site D,"206 Main St, Bolton",380759.0983,317448.8749,Ward 5,Leasehold,Short-term,Operational,62.97937392,Lease 3,Industrial,Function 1,Detail 1,1,105.5991665,1947,215754.2863
4425133,Site D,"954 Church St, Salford",329246.656,377724.9568,Ward 3,Leasehold,Long-term,Non-Operational,224.179914,Lease 3,Industrial,Function 1,Detail 3,0,128.9911352,2009,248530.8482
9490269,Site B,"415 Mill Rd, Salford",327016.8668,353187.0435,Ward 3,Freehold,Long-term,Non-Operational,302.852223,Lease 3,Commercial,Function 2,Detail 3,0,76.05641116,1965,333685.9741
9033327,Site C,"905 Main St, Salford",371539.8388,380607.4687,Ward 5,Freehold,Short-term,Non-Operational,459.1505429,Lease 3,Residential,Function 2,Detail 3,0,111.7305496,1993,256405.7946
5680284,Site B,"693 Church St, Manchester",337080.7914,344852.6103,Ward 3,Freehold,Short-term,Non-Operational,170.772387,Lease 3,Commercial,Function 2,Detail 1,1,118.7469527,1974,360123.501
3202540,Site B,"410 Church St, Bolton",351416.3245,345938.4648,Ward 1,Leasehold,Long-term,Operational,112.4395642,Lease 2,Industrial,Function 1,Detail 3,1,109.2664066,1957,142029.3203
3528908,Site D,"36 Broadway, Bolton",342157.3879,337756.7731,Ward 5,Leasehold,Short-term,Operational,294.6760282,Lease 3,Commercial,Function 2,Detail 1,1,111.9188406,1901,352879.8712
2861343,Site A,"612 Main St, Bury",350463.5367,369119.5308,Ward 4,Freehold,Long-term,Non-Operational,189.0769862,Lease 1,Residential,Function 2,Detail 3,0,85.43479052,1958,169762.1148
3873627,Site E,"60 Main St, Manchester",322217.2831,359020.6931,Ward 4,Freehold,Long-term,Non-Operational,359.0703019,Lease 1,Industrial,Function 1,Detail 2,0,82.81518795,1985,306372.6083
2797147,Site A,"998 Main St, Manchester",388493.5833,339273.0835,Ward 5,Freehold,Short-term,Non-Operational,312.5980043,Lease 2,Commercial,Function 3,Detail 3,0,137.1757751,1985,369897.411
7012573,Site D,"294 Main St, Manchester",361017.6639,318754.8231,Ward 4,Leasehold,Long-term,Non-Operational,319.6042882,Lease 3,Commercial,Function 2,Detail 2,0,90.15003196,1974,273911.539
4036381,Site E,"988 High St, Salford",323370.8377,300239.562,Ward 2,Freehold,Long-term,Non-Operational,307.3791531,Lease 3,Residential,Function 1,Detail 2,1,96.51943563,1957,305236.8926
1183708,Site E,"730 Church St, Manchester",309153.91,309135.0375,Ward 1,Leasehold,Long-term,Operational,487.7426338,Lease 2,Residential,Function 2,Detail 1,1,106.2678909,1966,245000.0901
9690757,Site D,"955 Main St, Stockport",353546.8115,310783.9889,Ward 2,Leasehold,Long-term,Operational,328.1237266,Lease 1,Residential,Function 3,Detail 1,0,103.7800822,1971,285962.7355
5403541,Site B,"656 Main St, Salford",346811.9468,356938.5411,Ward 5,Leasehold,Long-term,Operational,286.743804,Lease 1,Industrial,Function 3,Detail 1,1,120.0368116,1976,283824.7783
8802548,Site E,"817 Main St, Stockport",393248.9955,375919.7839,Ward 4,Leasehold,Short-term,Operational,61.25505054,Lease 2,Commercial,Function 3,Detail 1,1,61.54895309,1991,414229.2301
4033833,Site E,"280 Broadway, Bolton",323070.0258,345688.0265,Ward 3,Freehold,Short-term,Non-Operational,104.5787294,Lease 3,Industrial,Function 3,Detail 3,1,65.33602557,1943,226929.0029
2158404,Site E,"170 Broadway, Salford",388160.5242,341425.9754,Ward 2,Leasehold,Short-term,Non-Operational,437.3312385,Lease 3,Industrial,Function 2,Detail 1,1,85.26891122,1992,351832.0826
9095115,Site E,"628 Mill Rd, Manchester",376649.4321,313211.24,Ward 2,Leasehold,Long-term,Non-Operational,480.2484553,Lease 1,Industrial,Function 1,Detail 2,1,88.9523847,1954,246577.8664
4806565,Site C,"141 Broadway, Manchester",347650.457,390101.2922,Ward 4,Leasehold,Long-term,Non-Operational,66.8102357,Lease 2,Commercial,Function 1,Detail 2,1,90.34429832,1982,266336.0186
9204645,Site B,"197 Mill Rd, Salford",387377.2573,373519.9855,Ward 3,Leasehold,Long-term,Non-Operational,98.82502738,Lease 1,Industrial,Function 3,Detail 1,0,96.74985831,1920,315656.1802
1270513,Site C,"302 Church St, Stockport",386187.9016,341691.0821,Ward 5,Leasehold,Short-term,Non-Operational,438.7569031,Lease 2,Commercial,Function 3,Detail 2,0,76.92647316,2002,376384.2156
1999658,Site C,"726 Main St, Bury",371442.1677,309701.4722,Ward 4,Freehold,Long-term,Operational,145.9495717,Lease 3,Residential,Function 3,Detail 1,0,116.6317245,2010,333474.1199
7289447,Site D,"404 Main St, Bury",310155.1021,384608.4441,Ward 1,Leasehold,Short-term,Non-Operational,78.11134062,Lease 3,Industrial,Function 1,Detail 3,1,121.6108283,2001,212909.6305
6723422,Site B,"635 Church St, Salford",316019.111,316963.2418,Ward 1,Leasehold,Long-term,Operational,438.2943657,Lease 2,Residential,Function 2,Detail 2,0,110.7902592,2007,333909.8935
9389890,Site A,"884 Mill Rd, Bury",359160.0519,367338.0586,Ward 5,Freehold,Long-term,Non-Operational,399.0080635,Lease 1,Residential,Function 3,Detail 3,0,85.64690974,1999,327401.6743
9293917,Site B,"746 High St, Bury",324541.9408,333960.8264,Ward 5,Leasehold,Short-term,Operational,330.9901119,Lease 1,Residential,Function 2,Detail 3,1,124.752548,1940,227644.8273
8115102,Site A,"403 Church St, Manchester",355116.7293,385955.4923,Ward 1,Leasehold,Long-term,Operational,89.38286595,Lease 1,Residential,Function 1,Detail 1,1,95.96036988,2013,385792.9804
7525468,Site E,"122 Church St, Bolton",356078.4638,358694.5217,Ward 3,Leasehold,Short-term,Operational,334.0694586,Lease 1,Commercial,Function 3,Detail 2,0,108.826167,1938,375134.4247
8556033,Site A,"919 Broadway, Bolton",358709.4538,322739.1395,Ward 5,Freehold,Short-term,Operational,140.8560249,Lease 1,Industrial,Function 2,Detail 2,1,80.8898382,1988,221802.7758
7187838,Site A,"389 Mill Rd, Stockport",356984.1608,301266.4237,Ward 1,Freehold,Short-term,Non-Operational,404.2135607,Lease 2,Residential,Function 1,Detail 2,1,70.32961432,1914,272026.4953
3228253,Site A,"262 Main St, Manchester",337925.8623,321235.8263,Ward 3,Freehold,Short-term,Non-Operational,350.6943175,Lease 1,Residential,Function 1,Detail 2,0,101.85128,1966,258910.0202
8916902,Site E,"694 Church St, Stockport",321024.4926,336533.6128,Ward 3,Leasehold,Long-term,Non-Operational,374.1760909,Lease 1,Residential,Function 1,Detail 2,1,136.6428468,1927,257285.841
9078086,Site E,"605 Main St, Bolton",351854.281,370838.4947,Ward 5,Leasehold,Short-term,Non-Operational,248.1529531,Lease 3,Residential,Function 1,Detail 2,0,106.1433591,1974,333871.8872
8947838,Site C,"419 High St, Bury",349516.4535,321611.1894,Ward 2,Freehold,Short-term,Operational,221.5888208,Lease 3,Industrial,Function 1,Detail 1,1,123.453482,1975,303906.8244
9948267,Site A,"428 Mill Rd, Manchester",327519.3653,326150.4602,Ward 3,Leasehold,Short-term,Operational,177.2453809,Lease 1,Residential,Function 2,Detail 1,0,111.9550462,1931,354126.3763
9391088,Site B,"316 Broadway, Manchester",305118.327,343510.0188,Ward 5,Freehold,Short-term,Operational,476.2784225,Lease 3,Industrial,Function 3,Detail 2,1,82.77352972,1903,364177.8291
3106190,Site D,"29 Mill Rd, Bury",320556.9309,304292.0921,Ward 3,Leasehold,Long-term,Operational,99.76291181,Lease 2,Commercial,Function 2,Detail 1,0,96.63377771,1953,325437.6962
1846269,Site C,"232 Church St, Salford",355078.1555,376840.1478,Ward 4,Leasehold,Short-term,Operational,237.2191338,Lease 2,Residential,Function 2,Detail 1,0,116.9768282,1911,378776.6769
3182202,Site A,"846 Church St, Bury",353561.9225,307875.4626,Ward 3,Freehold,Long-term,Non-Operational,406.8641995,Lease 3,Commercial,Function 2,Detail 3,0,125.3785381,1905,445960.3478
8218381,Site C,"856 Broadway, Bolton",313363.9444,373701.8711,Ward 2,Freehold,Short-term,Operational,322.0592232,Lease 3,Residential,Function 2,Detail 1,1,97.09287713,1924,275580.88
7378067,Site A,"537 Church St, Bury",360605.2193,326796.2271,Ward 3,Leasehold,Short-term,Operational,461.2731681,Lease 3,Industrial,Function 1,Detail 2,0,54.63144215,1995,278924.508
8728285,Site A,"797 Broadway, Stockport",342264.953,345993.0468,Ward 2,Leasehold,Short-term,Non-Operational,388.3638525,Lease 3,Industrial,Function 2,Detail 3,1,112.2844777,1989,311013.4108
6669991,Site C,"324 Broadway, Bury",365367.0317,341039.5596,Ward 1,Leasehold,Short-term,Operational,280.5408603,Lease 3,Industrial,Function 3,Detail 1,0,115.9019632,1943,184257.9101
7536556,Site A,"2 Mill Rd, Bolton",388800.5178,325326.151,Ward 2,Leasehold,Short-term,Non-Operational,420.9515766,Lease 1,Industrial,Function 3,Detail 2,1,110.314066,1957,270739.7159
9675876,Site A,"819 Church St, Bury",330854.7489,325571.2792,Ward 3,Leasehold,Short-term,Non-Operational,460.2727467,Lease 1,Industrial,Function 2,Detail 2,1,45.7661131,2011,340980.2791
6485920,Site D,"625 Main St, Stockport",334730.7402,394904.987,Ward 1,Leasehold,Long-term,Non-Operational,329.4571921,Lease 3,Commercial,Function 2,Detail 2,0,93.07505402,1986,296456.2109
3789209,Site B,"699 Church St, Stockport",367681.4311,330547.1655,Ward 1,Freehold,Short-term,Non-Operational,152.6804996,Lease 3,Residential,Function 2,Detail 1,0,62.85672234,1995,334169.1003
2426795,Site E,"235 Church St, Manchester",394915.5517,318309.22,Ward 1,Freehold,Short-term,Operational,373.0262041,Lease 2,Industrial,Function 2,Detail 1,0,93.09404244,1955,309198.6017
3942201,Site D,"916 Mill Rd, Stockport",348612.2814,325049.2279,Ward 1,Leasehold,Short-term,Non-Operational,86.55147858,Lease 3,Residential,Function 3,Detail 1,1,117.3287289,2008,229538.358
7747255,Site E,"546 Broadway, Stockport",316928.6496,369520.1578,Ward 3,Freehold,Short-term,Operational,284.2943793,Lease 3,Industrial,Function 1,Detail 2,1,117.4600847,2001,301643.6419
2467174,Site E,"603 Mill Rd, Bolton",393500.5097,330887.7958,Ward 5,Freehold,Long-term,Operational,89.14056117,Lease 3,Commercial,Function 1,Detail 3,0,102.4419821,1965,478333.2085
3295687,Site B,"747 Broadway, Salford",346977.7271,317160.5737,Ward 2,Leasehold,Short-term,Non-Operational,66.60614097,Lease 2,Commercial,Function 2,Detail 1,1,127.800852,2009,407508.3929
5040755,Site D,"424 Main St, Bolton",346069.945,341448.4969,Ward 5,Leasehold,Long-term,Non-Operational,173.5347711,Lease 2,Residential,Function 3,Detail 2,0,108.0483411,1945,304938.1627
5867793,Site A,"737 Main St, Manchester",353980.8431,311754.6703,Ward 5,Freehold,Short-term,Operational,412.816037,Lease 3,Commercial,Function 1,Detail 2,1,130.6960659,2017,377256.5904
3477972,Site B,"757 Church St, Manchester",325250.4406,339866.5848,Ward 2,Freehold,Long-term,Non-Operational,357.3742691,Lease 2,Residential,Function 3,Detail 1,0,116.5304852,1958,314749.3627
8849161,Site A,"287 Broadway, Bury",378469.3419,386222.071,Ward 4,Leasehold,Long-term,Operational,85.95297816,Lease 2,Industrial,Function 2,Detail 3,0,106.9299191,1905,385089.9038
9403264,Site A,"213 High St, Manchester",364104.3612,337291.2156,Ward 2,Freehold,Short-term,Operational,215.298623,Lease 1,Residential,Function 2,Detail 2,0,81.16008146,1930,274226.1745
1007272,Site A,"73 Mill Rd, Bolton",395487.0264,351413.7975,Ward 4,Freehold,Long-term,Operational,392.8040356,Lease 1,Industrial,Function 1,Detail 2,0,68.47524838,1924,273788.1617
2350576,Site A,"495 Broadway, Bury",320388.8117,378914.086,Ward 2,Freehold,Short-term,Non-Operational,203.3160176,Lease 1,Residential,Function 1,Detail 2,0,92.31567899,1938,373280.1931
7196262,Site D,"692 Broadway, Salford",361913.4473,351597.4937,Ward 5,Leasehold,Short-term,Non-Operational,476.7630191,Lease 2,Commercial,Function 2,Detail 2,0,96.17517078,2000,280570.399
6262836,Site E,"763 High St, Stockport",351663.4091,304738.886,Ward 5,Freehold,Short-term,Non-Operational,494.4744828,Lease 2,Industrial,Function 1,Detail 1,0,94.94828852,1979,244966.1085
9971056,Site E,"184 High St, Stockport",389475.3842,321487.0033,Ward 2,Freehold,Short-term,Operational,60.45867656,Lease 3,Commercial,Function 1,Detail 2,1,113.6534271,1990,340977.4981
6470361,Site D,"558 Main St, Bolton",303036.6857,389426.3664,Ward 1,Freehold,Long-term,Operational,254.5102707,Lease 3,Industrial,Function 3,Detail 2,1,126.4334993,1980,270408.8727
1559225,Site E,"919 Church St, Manchester",376080.0824,380218.5183,Ward 4,Freehold,Short-term,Non-Operational,285.4262885,Lease 2,Industrial,Function 3,Detail 3,0,131.4619597,1957,246178.4667
8625913,Site B,"428 High St, Bolton",362305.9715,376066.8478,Ward 1,Leasehold,Short-term,Non-Operational,467.2439413,Lease 1,Commercial,Function 1,Detail 3,1,71.54583843,1969,206869.9242
6409314,Site A,"659 Broadway, Manchester",360754.9116,354746.9707,Ward 4,Freehold,Long-term,Non-Operational,227.7786469,Lease 3,Commercial,Function 2,Detail 1,0,107.057573,2019,408510.9616
3053330,Site A,"165 High St, Manchester",387532.1435,335326.0995,Ward 5,Freehold,Long-term,Operational,84.76557206,Lease 2,Residential,Function 3,Detail 1,1,105.8776544,2016,256723.0143
9625310,Site A,"33 Mill Rd, Bury",358979.8105,369438.4163,Ward 4,Leasehold,Long-term,Non-Operational,212.1457716,Lease 3,Industrial,Function 2,Detail 1,0,78.05666578,1996,368622.1555
8857980,Site C,"940 Broadway, Manchester",371592.2756,366335.0054,Ward 5,Freehold,Short-term,Operational,273.7794332,Lease 3,Residential,Function 1,Detail 1,0,67.87386551,1921,251416.8304
8891923,Site B,"349 Mill Rd, Bury",364570.7366,364276.1521,Ward 2,Freehold,Long-term,Non-Operational,137.607613,Lease 1,Residential,Function 3,Detail 1,1,70.93898613,1970,311918.5261
5139771,Site C,"269 Church St, Bury",306950.4705,350367.4575,Ward 2,Freehold,Long-term,Operational,229.1540142,Lease 2,Commercial,Function 2,Detail 3,0,66.80619795,2001,164651.5617
